,grant_key,Unnamed: 0,id,agency,awardeeName,awardeeCity,awardeeStateCode,piFirstName,piLastName,title,date,startDate,expDate,fundsObligatedAmt,abstractText,orgCandidate,_org,org_combo_flag,org_count_flag,is_multi_org_flag
10,id:1025025,888,1025025,NSF,LSU Health Sciences Center -Shreveport,SHREVEPORT,LA,David,Gross,Role of Mediator in Heat Shock Gene Regulation,2010-08-10,2010-09-01,2015-08-31,620655,"Intellectual Merit.  Genes are linearly arrayed on chromosomes, and their basic features are preserved between simple and complex organisms.  This research uses a model organism, baker's yeast (Saccharomyces cerevisiae), to explore the ways in which genes are regulated.  In both yeast and humans, genes are either turned on (activated) or off (repressed) as a consequence of the activities of specific proteins that bind DNA in a sequence-specific (gene-specific) fashion.  This research will focus on studying the detailed role of a large, evolutionarily conserved protein complex termed Mediator that receives signals from these DNA-binding proteins and integrates them in a way that dictates the expression of individual genes.  Thus, Mediator function is akin to that of a computer: it processes large amounts of input information, in the form of intracellular signals, and creates an output, e.g., the complex pattern of gene expression that defines the unique biology of an organism or cell type.  This research will take advantage of a set of unique genetic mutations within five subunits centered at Mediator's core. These mutations strongly perturb the expression of genes that respond to environmental stresses such as elevated temperature, chemical toxicity, or oxidative stress.  Therefore, characterization of the mutations, and the five subunits they affect, will provide important insight into the biological function of Mediator.    Broader Impacts.  Benefits of this project, beyond the anticipated scientific discoveries, include the training of three full-time Ph.D. graduate students, three high school teachers (who will do summer research internships of six weeks each) and one high school student.  The high school student will engage in an intensive 12-month research experience as a participant in LSU Health Science Center's Science and Medicine Academic Research Training program.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
11,id:1027834,1388,1027834,NSF,Oregon Health & Science University,PORTLAND,OR,Alexander,Kain,Collaborative Research:  CDI-Type I:  Computational Models for the Automatic Recognition of Non-Human Primate Social Behaviors,2010-09-27,2010-10-01,2016-09-30,577773,"The goal of this project is to develop methods that will permit researchers to remotely and automatically monitor behavior of primates and other highly social animals. The PIs will collect behavioral data from cameras and microphones. They will then develop statistical models and computational algorithms to track the individuals in the group and to recognize facial expressions and vocalizations. Patterns in movements, expressions, and vocalizations will be used to develop behavior-identifying algorithms that will recognize different behaviors such as aggression, submission, grooming, eating and sleeping. The project is a collaboration between computer scientists and primatologists. A key element of this project is the observation that complex social interactions can often be regarded as being composed of sequences of elementary behaviors which occur frequently and consist of relatively simple and distinct gestures. Thus, the task of modeling complex social interactions can be broken down into two regimes - elementary behaviors spanning short duration, and their stochastic sequences spanning relatively longer time duration.     Apart from advancing computational science, the new methods for recording behavior unobtrusively and analyzing them at a high data rate are likely to be of interest to behavioral ecologists, socio-biologists and neuroscientists in studies of primates and other highly social animals. With these new tools, scientists can study and understand behavior, for example, in the context of planning conservation efforts for threatened species, building accurate animal models for health research, and supporting animal husbandry decisions in zoos. The project will provide an extensive, annotated data repository and associated algorithms and will also fund graduate students who will gain hands-on training in all aspects of the project.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
12,id:1031200,890,1031200,NSF,Oregon Health & Science University,PORTLAND,OR,Bradley,Tebo,Collaborative Research: Changing the manganese paradigm,2010-08-31,2010-09-01,2012-08-31,67675,"The project, a collaboration between investigators at the University of Delaware and Oregon Health and Science University, will develop a sensitive method for measuring the concentration of total Mn and Mn(III) at sub-nanomolar levels in ocean waters, both in oxic environments and in reduced zones. The proposed method is a modification of a published method, which has nM sensitivity. The improvement in the detection limit of this method and the demonstration of its ability to measure Mn(III) at environmental levels (<0.5 nM)is the major goal of this one year project. Two different approaches will be investigated, and preliminary evidence suggests that both approaches are viable alternatives. Use of a long path optical cell will increase sensitivity of the current detection system, and preconcentration is another approach that can be used. An alternative is the use of fluorescence detection, and this will also be investigated. The various methods will be tested using referrence materials, including those collected during recent oceanographic intercalibration exercises. Additionally, the methods will be tested during short cruises and through laboratory culture experiments.    Broader Impacts: Manganese redox chemistry impacts a number of global biogeochmeical cycles, and therefore understanding these interactions has broad implications. The project will train graduate students, and the results will be desseminated through a number of educational and public outreach activities. This research will continue international collaborations developed during previously funded work.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
13,id:1034611,882,1034611,NSF,Oregon Health & Science University,PORTLAND,OR,Antonio,Baptista,Incorporating Traditional Ecological Knowledge into Geoscience Education,2010-09-21,2010-10-01,2013-09-30,149989,"Through a partnership between the Center for Coastal Margin Observation & Prediction (CMOP) at Oregon Health & Science University, Portland State University, the Hydaburg School District, and the Hydaburg Cooperative Association, this place-based pilot project is addressing an important geoscience workforce need: the inclusion of Alaskan Natives.  Native Americans are among the most underrepresented group in STEM fields despite the fact that tribal groups integrate an understanding of the natural world as an important part of their cultural heritage. This pilot project takes advantage of contemporary coastal-margin understanding and tools to support both the cultural and the geoscience education needs of K-12 students, teachers, and citizens of Hydaburg, a Haida village on Prince of Wales Island in Southeast Alaska. Project elements include student research focused on coastal physical and ecological environments, teacher professional development, and creation of a culturally-tailored suite of curricular resources that incorporate Traditional Ecological Knowledge and inquiry skills.  Throughout the project, students are developing valuable workforce skills of relevance to the local community and learning about education and career pathways in the geosciences.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
14,id:1037891,899,1037891,NSF,National Institutes of Health,Bethesda,MD,George,Chacko,Interagency Agreement Between NIH and NSF for STAR METRICS Program,2010-07-09,2010-07-15,2014-09-30,2500000,,Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
15,id:1041767,1409,1041767,NSF,Department of Health & Human Services,WASHINGTON,DC,Mark,Delowery,Annual Assessment of Contractor's Medical Care Performance,2010-05-11,2010-05-10,2010-12-31,11329,,Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
16,id:1043079,866,1043079,NSF,University of New Mexico Health Sciences Center,ALBUQUERQUE,NM,Marcy,Osgood,Designing Interdisciplinary Tools to Assess Diverse Learners' Approaches to Problem-Solving: a Cross-State Collaboration in New Mexico,2011-06-02,2011-06-01,2014-05-31,249998,"This project tests the adaptability and adoptability of on-line case studies as the basis for student groups to use Problem-based Learning to master complex concepts in biology and chemistry.  A group of faculty from the University of New Mexico has used this approach successfully in biochemistry courses there.  To learn whether the approach can be used at different types of institutions, they are collaborating with faculty at San Juan College to help them to develop and implement it among the San Juan students of introductory biology and chemistry.  San Juan College is a rural community college in northwestern New Mexico, and is a federally designated Native American Serving Non-Tribal Institution.  Its student population also includes a significant Hispanic presence.  Despite the significant physical and cultural distance between the two schools, the collaboration succeeds by the use of workshops for development of the case studies and ongoing support and mentoring of the San Juan faculty using electronic means of communication.  Groups of students working on the case studies also use electronic tools to investigate the cases and to respond to assessments designed to test their mastery in several different domains of learning.  When needed, faculty assistance can also be provided electronically.  Distance thus becomes far less an obstacle in development of this learning community.  Support for this project is provided by EHR/DUE and by the EPSCoR program.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
17,id:1043891,873,1043891,NSF,University of Connecticut Health Center,FARMINGTON,CT,Raquell,Holmes,Collaborative Research: INSTANCES: Incorporating Computational Scientific Thinking Advances into Education & Science Courses,2011-03-21,2011-04-01,2013-03-31,32808,"Computational Science combines computer simulations and knowledge from a science discipline to solve complex problems.  While a decade ago computational science was rare and found mainly in research programs, today it is recommended even for K-12 education as an effective pedagogy for teaching science, math and computer science in context.  However, science and math teachers are often not prepared well for their work with computers in K-12 classrooms.  They may not be able to explain what is occurring within the computer applications used by their students.  The investigators are developing a new course for students who plan to be K-12 teachers, called Computational Scientific Thinking and Modeling for Teachers.  The course is designed to provide practical computation integrated into the scientific problem-solving paradigm and a contextual understanding of the important of computation.  This will lead to better prepared teachers, to better informed students and to broader participation in computing.      The project represents a multi-institution collaboration among a computational physics educator, a science and math educator, an education foundation, a computational biologist and two community college science teachers.  Course materials include online content and a collection of video-based modules.  Student learning outcomes are being assessed and the results are being disseminated at national meetings for science and math teachers.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
18,id:1046819,879,1046819,NSF,Active Spectrum Inc.,Foster City,CA,James,White,SBIR Phase I:  Rapid and In-situ Analysis of Deepwater Oil Plumes by Micro-ESR Spectrometry,2010-12-06,2011-01-01,2011-06-30,149977,"This Small Business Innovation Research (SBIR) Phase I project involves field analysis of crude oil emulsions using electron spin resonance (ESR/EPR) spectroscopy. The recent BP oil spill in the Gulf of Mexico is substantially different from previous oil spills in that a large fraction of the oil spilled is thought to be located in huge underwater oil plumes comprised of tiny dispersed oil droplets. Characterizing this dispersed oil (rapidly determining the presence or absence of dispersed oil, and its concentration) represents an important task in monitoring the scope of the damage and effectiveness of the cleanup efforts. This project will demonstrate a new application of Active Spectrum?s handheld Micro-ESR technology which is currently used by several major oil companies in the US to measure the concentration of asphaltene in heavy oils. Asphaltene measurement using the Micro-ESR spectrometer takes approximately 1 minute and the instrument requires 30W of power, suitable for handheld or remotely deployed (for example, underwater) test equipment.     The broader/commercial impacts of this research are The proposed heavy oil detection system based on Active Spectrum?s Micro-ESR technology offers the potential to rapidly and relatively inexpensively characterize seawater samples and determine if heavy oil is present, and if so, in what concentration. Measurement of asphaltene in crude oil is also of substantial interest to both producers and refiners. Many heavy crude oils have an asphaltene component that must be appropriately measured and treated to prevent precipitation and fouling of pipelines and equipment.",Spectrum Health,Spectrum,Spectrum,1,False
19,id:1046986,892,1046986,NSF,National Institutes of Health (NIH/OD/OER),BETHESDA,MD,William,Starr,"IEDISON - maintenance, use and modification",2010-09-01,2010-09-01,2011-09-30,130000,,Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
20,id:1048449,891,1048449,NSF,NOAA Center for Coastal Ecosystem Health,Charleston,SC,Gregory,Doucette,Collaborative Research: A molecular biological sensor for AUVs,2010-09-03,2010-09-01,2014-09-30,309423,,Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
21,id:1049278,389,1049278,NSF,Department of Health & Human Services,WASHINGTON,DC,Philip,Clark,FY 2010 Grants.gov Outgoing Interagency Agreement,2010-09-14,2010-08-15,2012-08-31,934107,,Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
22,id:1049308,1378,1049308,NSF,Oregon Health & Science University,PORTLAND,OR,Steven,Bedrick,"Corpora of Non-Linguistic Symbol Systems, and Statistical Analysis",2011-03-31,2011-04-01,2013-09-30,130140,"Throughout the millenia, humans have used graphical symbols. 5000 years ago, in Mesopotamia, a system of symbols was codified into what was to become the world's first writing system. But in addition to writing systems, many symbol systems have been developed that, though they do communicate information, do not encode language. Such non-linguistic symbol systems include familiar examples such as mathematical symbology, European heraldry, or scouting merit badges, as well as less familiar ones such as Mesopotamian deity symbols or Dakota winter counts.  Like writing, such systems are an important part of the cultures that created them.    Now suppose one has a symbol system whose interpretation is unknown. Short of deciphering it as a writing system, or otherwise providing a rigorous testable interpretation, are there any methods that can determine whether one is dealing with writing or a non-linguistic system? Some recent high-profile papers have indeed claimed to provide statistical evidence that a couple of ancient systems were linguistic. But, one problem with that work is that in order to determine which of two categories an unknown system belongs to, it is very useful to have a large set of examples of the two categories in question. In the case of writing systems, we now have many electronic corpora from hundreds of languages, both ancient and modern. But electronic corpora of non-linguistic systems are few.    This project will fill this void by developing and releasing to the public electronic corpora of a range of non-linguistic systems, including those named above as well as several others.  It will also investigate statistical and machine learning methods that might help in distinguishing written language from other graphical communication. And this in turn will lead to a better understanding of a fundamental question about humanity: what sets language apart from other forms of communication?",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
23,id:1051612,874,1051612,NSF,Health Research Incorporated/New York State Department of Health,MENANDS,NY,Michael,Koonce,Molecular Dynamics of Centrosome-Nuclear Interactions,2011-04-01,2011-04-01,2016-03-31,532645,"Molecular Dynamics of Centrosome-Nuclear Interactions    Intellectual Merit  Centrosomes and nuclei are the two most fundamental organelles in eukaryotic cells, as they provide for the basic properties of life: motility and inheritance. Centrosomes organize the microtubule cytoskeleton that is required for cell structure and organelle movement. Nuclei maintain the genetic material that provides instruction for nearly every cell action. Interactions between these organelles play important roles in cell polarity, motility, development, and division. While genetic and molecular analyses reveal a complex framework of proteins that interconnect these two organelles, how these interactions are established and maintained remains poorly understood. Moreover, virtually nothing is known about how these physical interactions influence the replicative cycles of centrosomes and nuclei. The long-term goal of this project is to understand the mechanisms that coordinate centrosomal and nuclear cycles. Through the deletion of a kinesin molecular motor, previous work has developed a novel means to uncouple these two organelles and yet maintain cell viability. This deletion leads to supernumerary centrosome accumulation and to errors in cell division that ultimately impact cell growth. The project will utilize combinations of light and electron microscopy, and laser ablation of cell organelles to determine how centrosome replication is governed by nuclear attachment. Efforts will establish whether multiple attachment mechanisms are at play and distinguish between their functional roles, address nuclear vs. cytoplasmic requirements for spindle assembly in a closed mitotic system, and determine how the kinesin motor participates in the attachment process. Overall the objectives will lead to an understanding of the mechanisms by which centrosomes engage nuclei and how these two organelles coordinate their functions to maintain cell viability and genomic stability.    Broader Impact   The research projects capitalize on state of the art live cell microscopy, coupled with analyses by electron microscopy. Undergraduate students from two local top-notch teaching colleges (Siena and Russell-Sage) will be exposed to this technology, in a laboratory environment that significantly extends their coursework. Students will be taught to assemble molecular constructs with various fluorescent tags and how to image these molecules inside live cells. The methods will constitute a fundamental set of skills for many different cell biology applications and are designed to stimulate continued interest in biology as a long-term career. Students will be supervised but also responsible for all aspects of data collection and analysis, with the driving goal of producing publication quality results. Students will be provided with opportunities to present their results at local and national meetings. The PI will also continue an active role in community service to lecture at local colleges, primary and secondary education institutions.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
